pit_ks_stat,pit_ks_pvalue,pit_cvm_stat,pit_cvm_pvalue,pit_ad_stat,pit_ad_pvalue,pit_lb_stat_lag5,pit_lb_pvalue_lag5,pit_lb_stat_lag10,pit_lb_pvalue_lag10,pit_lb_stat_lag20,pit_lb_pvalue_lag20,pit_lb_input,pit_acf_lag1,crps_mean,empirical_coverage,window_start,window_end,window_len,window_step,window_mode,governance_label,reason_codes,reason_summary
0.1039999999999999,0.008290637497102,1.1107813333332972,0.0013346435434796,4.029679045467361,0.01,264.9412507614141,3.413420918297652e-55,272.96184428870464,7.943032169531861e-53,306.32954879593257,4.1130605928756875e-53,z=Phi^{-1}(u),0.7892898283773964,364.8029179463362,0.924,1500,1750,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=0.00133, KS=0.1040).; Independence strongly rejected (min Ljung-Box p=3.41e-55, |ACF lag-1|=0.7893).; Coverage mildly off-target by 0.024 (target=0.900)."
0.094,0.0225406568153297,0.4605693333332973,0.0501515573135629,5.184213315714175,0.01,285.441238030597,1.3485684439858829e-59,289.9001148424363,2.116991851479823e-56,320.7852149208974,4.510069650884657e-56,z=Phi^{-1}(u),0.8009325787950627,331.9976282576088,0.94,1550,1800,250,50,overlapping,RED,"['PIT_uniformity_warn', 'ACF_dependence_fail', 'coverage_warn']","Uniformity weakly rejected (min p=0.0225).; Independence strongly rejected (min Ljung-Box p=1.35e-59, |ACF lag-1|=0.8009).; Coverage mildly off-target by 0.040 (target=0.900)."
0.08,0.0771476533902126,0.3034893333333334,0.1321198578133338,2.1762419741722567,0.01,202.3675152476104,8.84921112425229e-42,205.51788663514455,1.1389220037900527e-38,217.745043051921,3.3639924708108675e-35,z=Phi^{-1}(u),0.7318472752393944,257.5696086871402,0.972,1600,1850,250,50,overlapping,RED,"['ACF_dependence_fail', 'overcoverage']","Independence strongly rejected (min Ljung-Box p=8.85e-42, |ACF lag-1|=0.7318).; Coverage off-target by 0.072 (target=0.900)."
0.072,0.1425669535852258,0.3096413333333333,0.1269728355691388,1.7479083028053992,0.01,229.2413604024341,1.5552503395819656e-47,233.01833585605644,1.999759961575461e-44,239.348773667668,1.5920737626846794e-39,z=Phi^{-1}(u),0.7406434404611281,262.0123845668673,0.968,1650,1900,250,50,overlapping,RED,"['ACF_dependence_fail', 'overcoverage']","Independence strongly rejected (min Ljung-Box p=1.56e-47, |ACF lag-1|=0.7406).; Coverage off-target by 0.068 (target=0.900)."
0.104,0.008290637497102,0.5742013333333333,0.0258517503900561,2.169730115863473,0.01,215.9228065271957,1.1098002330559514e-44,219.22067349849533,1.5560470666703423e-41,223.16912858469288,2.781454686979488e-36,z=Phi^{-1}(u),0.7341491160119125,294.3154935035854,0.948,1700,1950,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=0.00829, KS=0.1040).; Independence strongly rejected (min Ljung-Box p=1.11e-44, |ACF lag-1|=0.7341).; Coverage mildly off-target by 0.048 (target=0.900)."
0.088,0.0391297550232403,0.4240973333333334,0.0623721364269855,2.181668970212882,0.01,207.6023094818353,6.709018111819035e-43,210.1883605643517,1.2049438404080408e-39,229.27874730673815,1.6678564513685306e-37,z=Phi^{-1}(u),0.7388931459496305,269.7979668373667,0.948,1750,2000,250,50,overlapping,RED,"['PIT_uniformity_warn', 'ACF_dependence_fail', 'coverage_warn']","Uniformity weakly rejected (min p=0.0391).; Independence strongly rejected (min Ljung-Box p=6.71e-43, |ACF lag-1|=0.7389).; Coverage mildly off-target by 0.048 (target=0.900)."
0.076,0.1057293785294718,0.3590053333333333,0.0928959372521675,0.987202261728271,0.0141479387288638,190.07370689663605,3.7675346146157285e-39,203.7111199078872,2.714198934208772e-38,230.7881445335227,8.31394913062892e-38,z=Phi^{-1}(u),0.7215470254242803,252.810985408785,0.956,1800,2050,250,50,overlapping,RED,"['ACF_dependence_fail', 'overcoverage']","Independence strongly rejected (min Ljung-Box p=3.77e-39, |ACF lag-1|=0.7215).; Coverage off-target by 0.056 (target=0.900)."
0.066,0.2164684877017035,0.1360333333333333,0.435331304155394,1.1748157895768827,0.01,232.8699926696985,2.5941523356984578e-48,235.7928251869812,5.2346628413223984e-45,255.7967448746201,7.72471217423442e-43,z=Phi^{-1}(u),0.7350377833220451,193.55674871645653,0.964,1850,2100,250,50,overlapping,RED,"['ACF_dependence_fail', 'overcoverage']","Independence strongly rejected (min Ljung-Box p=2.59e-48, |ACF lag-1|=0.7350).; Coverage off-target by 0.064 (target=0.900)."
0.068,0.189118983215428,0.2620893333333333,0.1735908209681304,1.8447077423968492,0.01,173.58744830228895,1.2518278107800337e-35,175.57630853497125,1.9392479160939732e-32,198.25119092251796,2.495043651542651e-31,z=Phi^{-1}(u),0.6814710033778202,176.27352256627938,0.968,1900,2150,250,50,overlapping,RED,"['ACF_dependence_fail', 'overcoverage']","Independence strongly rejected (min Ljung-Box p=1.25e-35, |ACF lag-1|=0.6815).; Coverage off-target by 0.068 (target=0.900)."
0.0899999999999999,0.0326901325154183,0.4388893333333333,0.0570707084208897,1.639891666765493,0.01,227.2344522546471,4.187131939072743e-47,228.5625772512668,1.7190532538396277e-43,271.6189128876621,4.840039583236412e-46,z=Phi^{-1}(u),0.7306572981114401,177.44570884889342,0.948,1950,2200,250,50,overlapping,RED,"['PIT_uniformity_warn', 'ACF_dependence_fail', 'coverage_warn']","Uniformity weakly rejected (min p=0.0327).; Independence strongly rejected (min Ljung-Box p=4.19e-47, |ACF lag-1|=0.7307).; Coverage mildly off-target by 0.048 (target=0.900)."
0.128,0.0004967972491749,1.2317293333333332,0.0006972463499395,1.775241088248663,0.01,251.24043377829065,2.9782524037564546e-52,253.16725608090687,1.1710060345645558e-48,280.432454075594,7.850099550971981e-48,z=Phi^{-1}(u),0.7522832488481279,226.9315078448081,0.888,2000,2250,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail']","Uniformity strongly rejected (min p=0.000497, KS=0.1280).; Independence strongly rejected (min Ljung-Box p=2.98e-52, |ACF lag-1|=0.7523)."
0.1679999999999999,1.2294793527601086e-06,3.2283813333333296,1.9907559045684312e-08,1.4507649543125467,0.01,246.7961664573348,2.676012919303803e-51,252.47320123314623,1.6388550932531242e-48,273.6607948330739,1.8642619108522744e-46,z=Phi^{-1}(u),0.71393234141215,304.37235801930456,0.844,2050,2300,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']","Uniformity strongly rejected (min p=1.99e-08, KS=0.1680).; Independence strongly rejected (min Ljung-Box p=2.68e-51, |ACF lag-1|=0.7139).; Coverage off-target by 0.056 (target=0.900)."
0.1519999999999999,1.6526799810663036e-05,3.085485333333317,4.188003843719201e-08,2.50127930622466,0.01,241.89822639804945,3.006839439375047e-50,260.1794499133697,3.917119577624771e-50,283.7807015473751,1.6362812787275338e-48,z=Phi^{-1}(u),0.7146014171367756,363.8136228840176,0.824,2100,2350,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']","Uniformity strongly rejected (min p=4.19e-08, KS=0.1520).; Independence strongly rejected (min Ljung-Box p=3.01e-50, |ACF lag-1|=0.7146).; Coverage off-target by 0.076 (target=0.900)."
0.13,0.0003826527409824,1.4399973333333174,0.0002298949529971,2.34961568195655,0.01,312.7698960666372,1.7976087369647637e-65,315.61547333598025,7.733041299517022e-62,323.5195061112773,1.2399364672814045e-56,z=Phi^{-1}(u),0.7646926417752318,389.5263442042964,0.808,2150,2400,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']","Uniformity strongly rejected (min p=0.00023, KS=0.1300).; Independence strongly rejected (min Ljung-Box p=1.8e-65, |ACF lag-1|=0.7647).; Coverage off-target by 0.092 (target=0.900)."
0.0839999999999999,0.0553890740154741,0.3375453333332533,0.1062756551173939,4.800044387455159,0.01,368.7330120283327,1.618300684132157e-77,389.21356867044,1.856694280591332e-77,450.47823661959177,6.479655426297536e-83,z=Phi^{-1}(u),0.754462395483752,451.971743093014,0.796,2200,2450,250,50,overlapping,RED,"['ACF_dependence_fail', 'undercoverage']","Independence strongly rejected (min Ljung-Box p=6.48e-83, |ACF lag-1|=0.7545).; Coverage off-target by 0.104 (target=0.900)."
0.06,0.3164237517245051,0.2537013333332533,0.1837078973719857,5.834546623983471,0.01,347.6502609477744,5.610220481160951e-73,363.5507045654216,5.290605765564339e-72,397.3166752283244,7.362167894534039e-72,z=Phi^{-1}(u),0.7467761867344972,421.0703795096006,0.836,2250,2500,250,50,overlapping,RED,"['ACF_dependence_fail', 'undercoverage']","Independence strongly rejected (min Ljung-Box p=5.61e-73, |ACF lag-1|=0.7468).; Coverage off-target by 0.064 (target=0.900)."
0.0919999999999999,0.0272001300552793,0.8086333333332654,0.0069224093576336,4.86271250687048,0.01,315.61853148829505,4.3852130220453465e-66,320.65939642551086,6.613688911980821e-63,341.54276266409806,2.456236534139045e-60,z=Phi^{-1}(u),0.7571920434822168,415.28686450235625,0.844,2300,2550,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']","Uniformity strongly rejected (min p=0.00692, KS=0.0920).; Independence strongly rejected (min Ljung-Box p=4.39e-66, |ACF lag-1|=0.7572).; Coverage off-target by 0.056 (target=0.900)."
0.1379999999999999,0.0001292813412389,2.289269333333269,2.6516738786952487e-06,3.662397945267685,0.01,279.0337041360433,3.210448157456221e-58,282.2935123118874,8.542980133029553e-55,295.3195746382026,7.292522754641448e-51,z=Phi^{-1}(u),0.7430321392707621,381.1244493214412,0.868,2350,2600,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=2.65e-06, KS=0.1380).; Independence strongly rejected (min Ljung-Box p=3.21e-58, |ACF lag-1|=0.7430).; Coverage mildly off-target by 0.032 (target=0.900)."
